,range,angle
624,0.65325,1.55552
625,0.65425,1.54789
626,0.65325,1.5394299999999999
627,0.65425,1.5318
628,0.65425,1.52362
629,0.65425,1.5157100000000001
630,0.65425,1.50753
631,0.65525,1.4996200000000002
632,0.65625,1.4914399999999999
633,0.65625,1.48353
634,0.65625,1.47535
635,0.65725,1.46717
636,0.65825,1.45926
637,0.65825,1.45108
638,0.65925,1.44317
639,0.65925,1.43499
640,0.66125,1.42735
641,0.66225,1.41917
642,0.66325,1.41126
643,0.66325,1.4030799999999999
644,0.66425,1.39517
645,0.66625,1.38726
646,0.66625,1.3793600000000001
647,0.66825,1.37117
648,0.66925,1.36299
649,0.67025,1.3545399999999999
650,0.67125,1.3469
651,0.67225,1.3387200000000001
652,0.67425,1.33054
653,0.67525,1.32236
654,0.67625,1.31472
655,0.67725,1.30654
656,0.67925,1.29836
657,0.68025,1.2901799999999999
658,0.68225,1.28227
659,0.68425,1.27436
660,0.68625,1.2661799999999999
661,0.68825,1.25827
662,0.68925,1.25009
663,0.69125,1.24191
664,0.69425,1.2342799999999998
665,0.69525,1.22609
666,0.69725,1.21791
667,0.69925,1.20973
668,0.70125,1.20182
669,0.70425,1.19391
670,0.70625,1.18573
671,0.70825,1.17782
672,0.71025,1.16964
673,0.71325,1.16173
674,0.71525,1.15383
675,0.71825,1.14565
676,0.72025,1.13774
677,0.72425,1.1295600000000001
678,0.72625,1.12165
679,0.72925,1.11374
680,0.73225,1.10556
681,0.73525,1.09765
682,0.73825,1.0894700000000002
683,0.74125,1.08156
684,0.74425,1.07365
685,0.74825,1.06574
686,0.75225,1.05756
687,0.75525,1.04965
688,0.75825,1.0414700000000001
689,0.76225,1.03383
690,0.76525,1.02593
691,0.76925,1.0180200000000001
692,0.77325,1.00984
693,0.77725,1.0022
694,0.78125,0.9940190000000001
695,0.78525,0.9861110000000001
696,0.78925,0.978203
697,0.79425,0.9702940000000001
698,0.79925,0.9621129999999999
699,0.80325,0.954477
700,0.80825,0.9465680000000001
701,0.81225,0.9383870000000001
702,0.81725,0.9304790000000001
703,0.82225,0.9225700000000001
704,0.82625,0.9146620000000001
705,0.83125,0.906481
706,0.83625,0.8988450000000001
707,0.84225,0.8909360000000001
708,0.84825,0.882755
709,0.85325,0.8751190000000001
710,0.85925,0.8669379999999999
711,0.86425,0.859029
712,0.87025,0.8513940000000001
713,0.87625,0.8432120000000001
714,0.88325,0.835304
715,0.88825,0.8271229999999999
716,0.89525,0.819486
717,0.90225,0.811578
718,0.90925,0.803397
